,text,place,uri,collector,area,lat,lon,english
109779,"Ήλθαν τ άγριά΄, να διώξουν τα ήμερα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189818,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,The wolves have come to chase away the tame.
110270,"Ό,τι φάγη το παιδί, χελάλι κι' ό,τι βάλη, χαράμι",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/252204,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Whatever the child eats is halal and whatever he wears is haram
110443,Πήγε για μαμμή κ' ήλθε στα βαπτίσια,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210384,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,He went for the midwife and ended up at the christening.
109453,(Αυτή είναι) βουρβούλακας!,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189542,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,He is a scamp.
109785,"Ήλιος, χαρά Θεού",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189850,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Sun, joy of God"
110316,"Όποιος κάνει καλό, δεν πεθαίνει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230454,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,He who does good never dies.
109868,"Κάλλιο να ξέρ'ς, παρά νάχ'ς",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230863,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Better to know than to have.
110021,Μάθε γέρο γράμματα τώρα στα γιράματα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245755,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,An old dog cannot learn new tricks
110006,Λείπ' ο Οβρηός απ' το κουμέρκι;,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230630,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Has Obreos left the Kumerci?
110486,Πολύ τ' απόλ'κε το σχοινί,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245968,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,The rope broke at the weakest point
110140,Να πούμε και του στραβού το δίκιο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189625,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Let’s also say the squint-eyed man is right.
109673,Έχει το δικό τ΄,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189830,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Everyone has their own cross to bear
110540,Σαν πυροστιά και τέντζερες,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245895,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Like fire and earthenware pots.
110013,"Λύκου φωνή δεν άκουσες, μόν' τσακάλια ακούς",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230665,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"You haven’t heard the wolf’s voice, you only hear the jackals."
110725,Τι σικτίρ πιλάφι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210400,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,What a mess.
109488,"Βρήκ' ο Σάρος, να δώσ' και τον Καραμάνο",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189767,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,A bird in the hand is worth two in the bush.
109280,Άνοιξαν οι καταρράκτες τ΄ουρανού,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189423,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,The skies opened.
110701,Την τύχη της κουκουβάγιας νάχη,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230571,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,May he have the luck of the owl.
109823,"Θα σε στράψω μια, που θα σε πάγη καπνός",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/270480,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"I'll turn you once, and you will be smoke."
109416,Από την Σκύλα στη Χάρυβδη,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189433,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Between Scylla and Charybdis
110190,"Ο ακριβός θαρρεί κερδίζει, αλλα χάνει και δε το ξέρει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189339,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"The miser thinks he gains, but he loses and does not know it."
109595,"Δουλειά σημερινή, μήν κάνης αυρινή",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189776,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Do today's work today.
110370,"Όχι  Γιάννης, μόν' Γιαννάκης",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/290978,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"No John, only Johnny."
110629,Στου γαμπρού βουλή δεν έχουν και στης νύφης μαγερεύουν,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189582,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,The groom's advice is not heeded and the bride is cooking.
110362,"Όταν έπρεπε δεν έβρεχε, τον Μάη δροσολόγαγε",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245874,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"When it was needed, it didn’t rain, but in May it drizzled."
109643,Ένας που με τις ψευτιές θέλει να γελάση τον άλλον,"Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/212910,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,He who lies to amuse will eventually deceive himself.
110155,"Νε γάτα πέρασε, νε ζημιά έκαμε","Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/181458,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"A cat has passed by, no damage was done."
109822,"Θα σε δείξω πόσα ράμματα, έχ' η γούνα σ'",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245911,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,I'll show you how many stitches your fur has.
110083,Μεις οι βλάχοι όπως λάχει,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230621,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"We Vlachs, as it happens."
110525,"Σα διψάει η αυλή σ', μη χύνεις το νερό έξω","Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/181462,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"When the courtyard is thirsty, do not spill the water outside."
109531,Γυρίζει σαν τον σβούρο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189719,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,He turns like a top.
109244,Άλας και ψωμί φάγαμε μαζύ,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189344,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,We ate salt and bread together
109454,"Αυτή η βρύση που ξεράθηκε, θάλθη καιρός να τρέξη",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230421,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,This well that dried up will take time to flow again
109465,Βάστα γέρο πάντα νάχης,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189680,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Endure old man, you still have."
110649,Τ' Αυγούστ' οι Δρίμες στα πανιά και του Μαρτίου στα ξύλα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189478,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"August is for dreams, March for the wood."
109827,"Θέε μ', μόνε μένα, κι όχ' άλλον κανένα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189799,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"God, keep me and discard the rest."
109360,"Αν έχης καιρό για χάσιμο, δεν έχω κεφάλι για σπάσιμο",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210265,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"If you have time to waste, I don’t have a head to break."
109624,Έκαμε κουμπάρα τή δουλειά,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189778,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,She botched the job
110831,Τον έπιασε στα πράσα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210401,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,He was caught in the act.
109704,"Εις τα πάντα είναι νόμος, εις τα μάτια όχι όμως. Κ΄ εις αυτά υπάρχει νόμος, όταν βλέπουν παρανόμως",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230710,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"There is a law for everything, but not for the eyes. And even for them there is a law, when they see illegally."
110124,"Μπήκ' ο Δεύτερος, πάγ' ο βδόμαδος",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189741,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"Second in command, seventh in pay"
109754,Η μέρα τρέχει σα νερό κ' οι μήνες σα διαβάτες,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189853,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,The day runs like water and the months like passersby
110336,"Όπου ακούς πολλά κεράσια, πέρνε και μικρό καλάθι",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189335,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,"When you hear of many cherries, bring a small basket."
110391,Ούτε πουλί πετάμενο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245877,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Not even a bird flying by
110253,Ο παράς σαν το νερό κυλάει,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245804,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,Money flows like water
