,text,place,uri,collector,area,lat,lon,llama-8b
43840,Ο κόσμος το έχει βούκινο κι' εμείς κρυφό καμάρι,Επτάνησος,http://hdl.handle.net/20.500.11853/273179,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,The world has a visible wound and we have a secret pride. (English translation
32947,Ξέρει ο σκύλος που είν΄ το κούτσο του,Επτάνησος,http://hdl.handle.net/20.500.11853/289772,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The dog knows who its master is. (lit. knows its owner) (
33978,"Όπου ρίξω τ' άρματα ότι του που, σου Κύριε",Επτάνησος,http://hdl.handle.net/20.500.11853/146578,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"Wherever I throw the chariots, there I will give you victory,"
30683,Αποβδόμαδα θα πή … να πάς καλιά σου,Επτάνησος,http://hdl.handle.net/20.500.11853/146029,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"Unexpectedly, you would go to kiss her<|eot_id|>"
34706,Που να βρη κεφαλιού του σκούφια!,Επτάνησος,http://hdl.handle.net/20.500.11853/208002,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Where to find the head of the cap! (meaning: where to find the
43451,"Ζήσε, μαύρε μου, να φας χλόη το Μάη",Επτάνησος,http://hdl.handle.net/20.500.11853/163442,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,"Live, my black one, to eat green in May. (Proverb)"
35454,"Τα μάτια επίνες κ' επίστεψες, τσ' οχτρούς τσ' κεφαλιού σου",Επτάνησος,http://hdl.handle.net/20.500.11853/280191,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Don't look at the mouths of those who will cut off your head.
43294,Για χαρτί και για μελάνι τον γαμπρό κανείς δεν χάνει,Επτάνησος,http://hdl.handle.net/20.500.11853/163690,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,"For paper and ink, one doesn't lose a son-in-law. | For"
43106,"Άγουρα δαμάσκηνα, πικρηές ελιές και τα κρυφομιλήματα, κακές δουλειές",Επτάνησος,http://hdl.handle.net/20.500.11853/273163,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,"Unripe grapes, bitter olives and whispering, bad jobs<|e"
43321,Δεν το έχω το πως πνίγομαι αλλά πως μπονατζάρει,Επτάνησος,http://hdl.handle.net/20.500.11853/254610,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,"I don't know how to drown, but how he swims. (meaning:"
33757,Όποιος δεν έχει δουλιά παντρεύεται και βρίσκει,Επτάνησος,http://hdl.handle.net/20.500.11853/255305,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"Who has no servant, marries and finds. (Greek Proverb)"
35492,Τα μοσκάτα η αλουπού θαν τα κατοφεγγίση,Επτάνησος,http://hdl.handle.net/20.500.11853/282219,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The cats and the mouse are seen at sunrise. (A cat and a mouse
32277,"Να κλαις το σκύλο το δεμένονε, και να μη λυπάσαι το σκύλο το λυμένονε!",Επτάνησος,http://hdl.handle.net/20.500.11853/174626,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"Don't pity the dog that's been set free, and pity the dog that"
34119,Οι κόμποι το κοντήνανε,Επτάνησος,http://hdl.handle.net/20.500.11853/207132,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The fat ones were pulling the cart. (A cart is being pulled by fat
34280,Οποίος πρωτοπάη στο μύλο αλέθει,Επτάνησος,http://hdl.handle.net/20.500.11853/255346,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Whoever starts the mill grinds<|eot_id|>
33326,Ο Θεός στέλνει το κρύο κατά τα ρούχα,Επτάνησος,http://hdl.handle.net/20.500.11853/174936,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,God sends the cold in clothes<|eot_id|>
31720,Λάκκον ώρυξε!,Επτάνησος,http://hdl.handle.net/20.500.11853/275822,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The fox dug a hole for the other fox.  (The fox dug a
34120,Οι κουτοί βαστούνε τσου έξυπνους,Επτάνησος,http://hdl.handle.net/20.500.11853/284604,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The thrifty ones are carried on the shoulders of the clever ones. (Translation
32554,"Ναν και ψέμα, ναν κι' αλήθεια, ναν τα πουμε παραμύθια (κ' έτσ' ειν ούλα παραμύθια)",Επτάνησος,http://hdl.handle.net/20.500.11853/255127,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"A lie and the truth, a lie and a tale, (and there's"
31925,Λίγα λόγι' α θέλης να περνάς για φρόνιμος,Επτάνησος,http://hdl.handle.net/20.500.11853/207552,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,A little learning is a dangerous thing.  (John Dryden)  It
31866,"Λες κουμπάραι, δεν είν άλλαις!",Επτάνησος,http://hdl.handle.net/20.500.11853/272224,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,You can't fool all the people all the time.  (meaning: you
30474,"Απ' την κυρά τον πόνο μου, θα πω και την πομπή μου!",Επτάνησος,http://hdl.handle.net/20.500.11853/255058,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"From the mother-in-law my pain, I'll tell and my funeral procession!"
33247,Ο ζημιοτής είναι χειρότερος από τον κλέφτη,Επτάνησος,http://hdl.handle.net/20.500.11853/174889,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The borrower is worse than the thief. (A person who borrows money and
34945,Πρώτος θα ην όποιος γνωρίζει κι' όποιος ξέρει εκειός να ορίζη,Επτάνησος,http://hdl.handle.net/20.500.11853/255562,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The first one to know is whoever knows and whoever knows to define. <|
33793,"Όποιος δουλεύει μ' ευχαρίστησι, δεν τον βαρένει ο κόπος",Επτάνησος,http://hdl.handle.net/20.500.11853/175087,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"Whoever works with pleasure, is not burdened by the effort.  ("
35779,Την Αργύρω βάλε να στα σάσω (Τον Αργύρη),Επτάνησος,http://hdl.handle.net/20.500.11853/145416,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Put the silver away for later (Put the silver to the side) (Put
32259,"Να ιδής, να πής, τ' είν' τούτο",Επτάνησος,http://hdl.handle.net/20.500.11853/146103,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"If you see, if you say, it's that<|eot_id"
43378,"Έτζι το έχει το λινάρι, να ανθή τον Αλωνάρη",Επτάνησος,http://hdl.handle.net/20.500.11853/201539,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,He who has flax has the opportunity to sow. (Proverb from Greece
30377,"Ανάλατο φαγί, τι τρώς δεν ξέρεις",Επτάνησος,http://hdl.handle.net/20.500.11853/145777,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"You don't know what you're eating, even if it's a delicacy"
43602,"Και καλά ήμουν, και καλά ήλθα, και καλά στην πόρτα εμβήκα. Κι επειδή άρρωστον με λένε, Δέσποτα, ξαγόρεψέ με",Επτάνησος,http://hdl.handle.net/20.500.11853/276161,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,"I was well, I arrived well, and I entered the door well. And"
30567,"Από όρκους, άπεχε. Από κρίσες άπεχε",Επτάνησος,http://hdl.handle.net/20.500.11853/255093,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Avoid oaths and avoid disputes<|eot_id|>
31536,Και τ' αυγά το καλάθι!,Επτάνησος,http://hdl.handle.net/20.500.11853/145864,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,And the eggs in the basket!<|eot_id|>
29720,Άνδρα μου για ν' αγγαστρωθώ δε με 'φελούν τα βότανα,Επτάνησος,http://hdl.handle.net/20.500.11853/145818,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"If I had a husband to feed me, I wouldn't be bothered with herbs"
32392,"Να παντρευτή, να κάμη τι!",Επτάνησος,http://hdl.handle.net/20.500.11853/255140,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Better marry than make trouble.
34033,"Όπως πρέπει θ΄αρχινήσης, ει δε μη ποτέ κακά θα σώσης",Επτάνησος,http://hdl.handle.net/20.500.11853/146604,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"As one must begin with a good omen, and if not then never save"
31231,"Θέλει τρούχισμα και ο νους, σαν που και κάθε σύνεργο",Επτάνησος,http://hdl.handle.net/20.500.11853/286563,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"One needs a brain and a stomach, just like a pig needs all its organs"
35788,"Την ευχή μου να ΄χης, κι αν προκόψης πέσμουτο",Επτάνησος,http://hdl.handle.net/20.500.11853/173751,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"Wish me ill, and if I improve, I've been cursed. ("
31283,"Θές ψωμί, θέλεις αλέβρι θές σκαφίδι, θέλεις φούρνο θές και ξύλα ναν του κάψης",Επτάνησος,http://hdl.handle.net/20.500.11853/174321,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"If you want bread, you'll want a millstone, if you want a"
32608,Ναν τονε κλαίς εκειόν που δεν είναι και πολεμάει να κάμη τον καλόνε,Επτάνησος,http://hdl.handle.net/20.500.11853/207680,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Don't cry over what isn't and fight for what's good. (Greek
33555,Ο νους του ανθρώπου τα γεννάη ούλα,Επτάνησος,http://hdl.handle.net/20.500.11853/286693,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,The mind of man is the source of all things.  or  A man
35964,Τινάζ' η κόττα τα φτερά της; Μουσαφίρη κράζη,Επτάνησος,http://hdl.handle.net/20.500.11853/272241,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,Who is going to teach the cat to fly? A blind man.  (
44166,Σήμερα εδικόν σου και αύριο εδικόν μου,Επτάνησος,http://hdl.handle.net/20.500.11853/254557,"Κολλυβά – Χατζημιχάλη, Αγγελική",Επτάνησος,38.8351105,20.7094392,Today is yours and tomorrow is mine. (Greek proverb) <|eot
35042,"Τ' άδικα πως πλερώνονται, και διπλά και τρίδιπλα",Επτάνησος,http://hdl.handle.net/20.500.11853/145043,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"They are being weighed down by useless things, and being burdened twice and thr"
30074,"Αδειανή κοιλιά, σαρακοστές δεν ξέρει",Επτάνησος,http://hdl.handle.net/20.500.11853/207610,"Καββαδίας, Γεώργιος",Επτάνησος,38.8351105,20.7094392,"An empty belly, does not know Lent<|eot_id|>"
